,year,prizename,nominationstatement,films,charactor,songtitle,publicnote,Ccodetyp,win
2139,1948,DOCUMENTARY (Short Subject),"Herbert Morgan, Producer",Heart to Heart,,,,actingorsimilar,0
2140,1948,DOCUMENTARY (Short Subject),United States Army Air Force,Operation Vittles,,,,actingorsimilar,0
2141,1948,DOCUMENTARY (Short Subject),United States Army,Toward Independence,,,,actingorsimilar,1
2142,1948,FILM EDITING,Frank Sullivan,Joan of Arc,,,,actingorsimilar,0
2143,1948,FILM EDITING,David Weisbart,Johnny Belinda,,,,actingorsimilar,0
2144,1948,FILM EDITING,Paul Weatherwax,The Naked City,,,,actingorsimilar,1
2145,1948,FILM EDITING,Christian Nyby,Red River,,,,actingorsimilar,0
2146,1948,FILM EDITING,Reginald Mills,The Red Shoes,,,,actingorsimilar,0
2147,1948,MUSIC (Music Score of a Dramatic or Comedy Picture),William Walton,Hamlet,,,,other,0
2148,1948,MUSIC (Music Score of a Dramatic or Comedy Picture),Hugo Friedhofer,Joan of Arc,,,,other,0
2149,1948,MUSIC (Music Score of a Dramatic or Comedy Picture),Max Steiner,Johnny Belinda,,,,other,0
2150,1948,MUSIC (Music Score of a Dramatic or Comedy Picture),Brian Easdale,The Red Shoes,,,,other,1
2151,1948,MUSIC (Music Score of a Dramatic or Comedy Picture),Alfred Newman,The Snake Pit,,,,other,0
2152,1948,MUSIC (Scoring of a Musical Picture),"Johnny Green, Roger Edens",Easter Parade,,,,other,1
2153,1948,MUSIC (Scoring of a Musical Picture),Victor Young,The Emperor Waltz,,,,other,0
2154,1948,MUSIC (Scoring of a Musical Picture),Lennie Hayton,The Pirate,,,,other,0
2155,1948,MUSIC (Scoring of a Musical Picture),Ray Heindorf,Romance on the High Seas,,,,other,0
2156,1948,MUSIC (Scoring of a Musical Picture),Alfred Newman,When My Baby Smiles at Me,,,,other,0
2157,1948,MUSIC (Song),Music and Lyrics by Jay Livingston and Ray Evans,The Paleface,,"""Buttons And Bows""",,song,1
2158,1948,MUSIC (Song),Music by Harold Arlen; Lyrics by Leo Robin,Casbah,,"""For Every Man There's A Woman""",,song,0
2159,1948,MUSIC (Song),Music by Jule Styne; Lyrics by Sammy Cahn,Romance on the High Seas,,"""It's Magic""",,song,0
2160,1948,MUSIC (Song),Music by Frederick Hollander; Lyrics by Leo Robin,That Lady in Ermine,,"""This Is The Moment""",,song,0
2161,1948,MUSIC (Song),Music and Lyrics by Ramey Idriss and George Tibbles,Wet Blanket Policy,,"""The Woody Woodpecker Song""",,song,0
2162,1948,BEST MOTION PICTURE,J. Arthur Rank-Two Cities Films,Hamlet,,,,actingorsimilar,1
2163,1948,BEST MOTION PICTURE,Warner Bros.,Johnny Belinda,,,,actingorsimilar,0
2164,1948,BEST MOTION PICTURE,J. Arthur Rank-Archers,The Red Shoes,,,,actingorsimilar,0
2165,1948,BEST MOTION PICTURE,20th Century-Fox,The Snake Pit,,,,actingorsimilar,0
2166,1948,BEST MOTION PICTURE,Warner Bros.,The Treasure of the Sierra Madre,,,,actingorsimilar,0
2167,1948,SHORT SUBJECT (Cartoon),"Fred Quimby, Producer",The Little Orphan,,,,other,1
2168,1948,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Mickey and the Seal,,,,other,0
2169,1948,SHORT SUBJECT (Cartoon),"Edward Selzer, Producer",Mouse Wreckers,,,,other,0
2170,1948,SHORT SUBJECT (Cartoon),United Productions of America,Robin Hoodlum,,,,other,0
2171,1948,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Tea for Two Hundred,,,,other,0
2172,1948,SHORT SUBJECT (One-reel),"Herbert Moulton, Producer",Annie Was a Wonder,,,,other,0
2173,1948,SHORT SUBJECT (One-reel),"Gordon Hollingshead, Producer",Cinderella Horse,,,,other,0
2174,1948,SHORT SUBJECT (One-reel),"Gordon Hollingshead, Producer",So You Want to Be on the Radio,,,,other,0
2175,1948,SHORT SUBJECT (One-reel),"Edmund H. Reek, Producer",Symphony of a City,,,,other,1
2176,1948,SHORT SUBJECT (One-reel),"Pete Smith, Producer",You Can't Win,,,,other,0
2177,1948,SHORT SUBJECT (Two-reel),"Gordon Hollingshead, Producer",Calgary Stampede,,,,other,0
2178,1948,SHORT SUBJECT (Two-reel),"Herbert Morgan, Producer",Going to Blazes,,,,other,0
2179,1948,SHORT SUBJECT (Two-reel),"Harry Grey, Producer",Samba-Mania,,,,other,0
2180,1948,SHORT SUBJECT (Two-reel),"Walt Disney, Producer",Seal Island,,,,other,1
2181,1948,SHORT SUBJECT (Two-reel),"Thomas Mead, Producer",Snow Capers,,,,other,0
2182,1948,SOUND RECORDING,"Warner Bros. Studio Sound Department, Col. Nathan O. Levinson, Sound Director",Johnny Belinda,,,,other,0
2183,1948,SOUND RECORDING,"Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director",Moonrise,,,,other,0
2184,1948,SOUND RECORDING,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director",The Snake Pit,,,,other,1
2185,1948,SPECIAL EFFECTS,"Special Visual Effects by Ralph Hammeras, Fred Sersen, Edward Snyder; Special Audible Effects by Roger Heman",Deep Waters,,,,actingorsimilar,0
2186,1948,SPECIAL EFFECTS,"Special Visual Effects by Paul Eagler, J. McMillan Johnson, Russell Shearman, Clarence Slifer; Special Audible Effects by Charles Freeman, James G. Stewart",Portrait of Jennie,,,,actingorsimilar,1
2187,1948,WRITING (Motion Picture Story),"Frances Flaherty, Robert Flaherty",Louisiana Story,,,,actingorsimilar,0
2188,1948,WRITING (Motion Picture Story),Malvin Wald,The Naked City,,,,actingorsimilar,0
2189,1948,WRITING (Motion Picture Story),Borden Chase,Red River,,,,actingorsimilar,0
2190,1948,WRITING (Motion Picture Story),Emeric Pressburger,The Red Shoes,,,,actingorsimilar,0
2191,1948,WRITING (Motion Picture Story),"Richard Schweizer, David Wechsler",The Search,,,,actingorsimilar,1
2192,1948,WRITING (Screenplay),"Charles Brackett, Billy Wilder, Richard L. Breen",A Foreign Affair,,,,actingorsimilar,0
2193,1948,WRITING (Screenplay),"Irmgard Von Cube, Allen Vincent",Johnny Belinda,,,,actingorsimilar,0
2194,1948,WRITING (Screenplay),"Richard Schweizer, David Wechsler",The Search,,,,actingorsimilar,0
2195,1948,WRITING (Screenplay),"Frank Partos, Millen Brand",The Snake Pit,,,,actingorsimilar,0
2196,1948,WRITING (Screenplay),John Huston,The Treasure of the Sierra Madre,,,,actingorsimilar,1
2197,1949,ACTOR,Broderick Crawford,All the King's Men,"{""Willie Stark""}",,,actingorsimilar,1
2198,1949,ACTOR,Kirk Douglas,Champion,"{""Midge Kelly""}",,,actingorsimilar,0
2199,1949,ACTOR,Gregory Peck,Twelve O'Clock High,"{""General Savage""}",,,actingorsimilar,0
2200,1949,ACTOR,Richard Todd,The Hasty Heart,"{""Lachie""}",,,actingorsimilar,0
2201,1949,ACTOR,John Wayne,Sands of Iwo Jima,"{""Sergeant John M. Stryker""}",,,actingorsimilar,0
2202,1949,ACTOR IN A SUPPORTING ROLE,John Ireland,All the King's Men,"{""Jack Burden""}",,,actingorsimilar,0
2203,1949,ACTOR IN A SUPPORTING ROLE,Dean Jagger,Twelve O'Clock High,"{""Major Stovall""}",,,actingorsimilar,1
2204,1949,ACTOR IN A SUPPORTING ROLE,Arthur Kennedy,Champion,"{""Connie Kelly""}",,,actingorsimilar,0
2205,1949,ACTOR IN A SUPPORTING ROLE,Ralph Richardson,The Heiress,"{""Dr. Austin Sloper""}",,,actingorsimilar,0
2206,1949,ACTOR IN A SUPPORTING ROLE,James Whitmore,Battleground,"{""Kinnie""}",,,actingorsimilar,0
2207,1949,ACTRESS,Jeanne Crain,Pinky,"{""Pinky""}",,,actingorsimilar,0
2208,1949,ACTRESS,Olivia de Havilland,The Heiress,"{""Catherine Sloper""}",,,actingorsimilar,1
2209,1949,ACTRESS,Susan Hayward,My Foolish Heart,"{""Eloise Winters""}",,,actingorsimilar,0
2210,1949,ACTRESS,Deborah Kerr,"Edward, My Son","{""Evelyn Boult""}",,,actingorsimilar,0
2211,1949,ACTRESS,Loretta Young,Come to the Stable,"{""Sister Margaret""}",,,actingorsimilar,0
2212,1949,ACTRESS IN A SUPPORTING ROLE,Ethel Barrymore,Pinky,"{""Miss Em""}",,,actingorsimilar,0
2213,1949,ACTRESS IN A SUPPORTING ROLE,Celeste Holm,Come to the Stable,"{""Sister Scholastica""}",,,actingorsimilar,0
2214,1949,ACTRESS IN A SUPPORTING ROLE,Elsa Lanchester,Come to the Stable,"{""Miss Potts""}",,,actingorsimilar,0
2215,1949,ACTRESS IN A SUPPORTING ROLE,Mercedes McCambridge,All the King's Men,"{""Sadie Burke""}",,,actingorsimilar,1
2216,1949,ACTRESS IN A SUPPORTING ROLE,Ethel Waters,Pinky,"{""Granny""}",,,actingorsimilar,0
2217,1949,ART DIRECTION (Black-and-White),"Art Direction:  Lyle Wheeler, Joseph C. Wright;  Set Decoration:  Thomas Little, Paul S. Fox",Come to the Stable,,,,actingorsimilar,0
2218,1949,ART DIRECTION (Black-and-White),"Art Direction:  Harry Horner, John Meehan;  Set Decoration:  Emile Kuri",The Heiress,,,,actingorsimilar,1
2219,1949,ART DIRECTION (Black-and-White),"Art Direction:  Cedric Gibbons, Jack Martin Smith;  Set Decoration:  Edwin B. Willis, Richard A. Pefferle",Madame Bovary,,,,actingorsimilar,0
2220,1949,ART DIRECTION (Color),Art Direction:  Edward Carrere;  Set Decoration:  Lyle Reifsnider,The Adventures of Don Juan,,,,actingorsimilar,0
2221,1949,ART DIRECTION (Color),"Art Direction:  Cedric Gibbons, Paul Groesse;  Set Decoration:  Edwin B. Willis, Jack D. Moore",Little Women,,,,actingorsimilar,1
2222,1949,ART DIRECTION (Color),"Art Direction:  Jim Morahan, William Kellner, Michael Relph",Saraband,,,,actingorsimilar,0
2223,1949,CINEMATOGRAPHY (Black-and-White),Paul C. Vogel,Battleground,,,,actingorsimilar,1
2224,1949,CINEMATOGRAPHY (Black-and-White),Frank Planer,Champion,,,,actingorsimilar,0
2225,1949,CINEMATOGRAPHY (Black-and-White),Joseph LaShelle,Come to the Stable,,,,actingorsimilar,0
2226,1949,CINEMATOGRAPHY (Black-and-White),Leo Tover,The Heiress,,,,actingorsimilar,0
2227,1949,CINEMATOGRAPHY (Black-and-White),Leon Shamroy,Prince of Foxes,,,,actingorsimilar,0
2228,1949,CINEMATOGRAPHY (Color),Harry Stradling,The Barkleys of Broadway,,,,actingorsimilar,0
2229,1949,CINEMATOGRAPHY (Color),William Snyder,Jolson Sings Again,,,,actingorsimilar,0
2230,1949,CINEMATOGRAPHY (Color),"Robert Planck, Charles Schoenbaum",Little Women,,,,actingorsimilar,0
2231,1949,CINEMATOGRAPHY (Color),Charles G. Clarke,Sand,,,,actingorsimilar,0
2232,1949,CINEMATOGRAPHY (Color),Winton Hoch,She Wore a Yellow Ribbon,,,,actingorsimilar,1
2233,1949,COSTUME DESIGN (Black-and-White),"Edith Head, Gile Steele",The Heiress,,,,actingorsimilar,1
2234,1949,COSTUME DESIGN (Black-and-White),Vittorio Nino Novarese,Prince of Foxes,,,,actingorsimilar,0
2235,1949,COSTUME DESIGN (Color),"Leah Rhodes, Travilla, Marjorie Best",The Adventures of Don Juan,,,,actingorsimilar,1
2236,1949,COSTUME DESIGN (Color),Kay Nelson,Mother Is a Freshman,,,,actingorsimilar,0
2237,1949,DIRECTING,Robert Rossen,All the King's Men,,,,actingorsimilar,0
2238,1949,DIRECTING,William A. Wellman,Battleground,,,,actingorsimilar,0
2239,1949,DIRECTING,Carol Reed,The Fallen Idol,,,,actingorsimilar,0
2240,1949,DIRECTING,William Wyler,The Heiress,,,,actingorsimilar,0
2241,1949,DIRECTING,Joseph L. Mankiewicz,A Letter to Three Wives,,,,actingorsimilar,1
2242,1949,DOCUMENTARY (Feature),Crown Film Unit,Daybreak in Udi,,,,actingorsimilar,1
2243,1949,DOCUMENTARY (Feature),"Paul F. Heard, Producer",Kenji Comes Home,,,,actingorsimilar,0
2244,1949,DOCUMENTARY (Short Subject),"Richard de Rochemont, Producer",A Chance to Live,,,[NOTE: A tie.  The other winning film in this category was So Much for So Little.],actingorsimilar,1
2245,1949,DOCUMENTARY (Short Subject),French Cinema General Cooperative,1848,,,[NOTE: A tie.  The other winning film in this category was So Much for So Little.],actingorsimilar,0
2246,1949,DOCUMENTARY (Short Subject),"St. Francis-Xavier University, Antigonish, Nova Scotia",The Rising Tide,,,[NOTE: A tie.  The other winning film in this category was So Much for So Little.],actingorsimilar,0
2247,1949,DOCUMENTARY (Short Subject),"Edward Selzer, Producer",So Much for So Little,,,[NOTE: A tie.  The other winning film in this category was A Chance to Live.],actingorsimilar,1
2248,1949,FILM EDITING,"Robert Parrish, Al Clark",All the King's Men,,,,actingorsimilar,0
2249,1949,FILM EDITING,John Dunning,Battleground,,,,actingorsimilar,0
2250,1949,FILM EDITING,Harry Gerstad,Champion,,,,actingorsimilar,1
2251,1949,FILM EDITING,Richard L. Van Enger,Sands of Iwo Jima,,,,actingorsimilar,0
2252,1949,FILM EDITING,Frederic Knudtson,The Window,,,,actingorsimilar,0
2253,1949,MUSIC (Music Score of a Dramatic or Comedy Picture),Max Steiner,Beyond the Forest,,,,other,0
2254,1949,MUSIC (Music Score of a Dramatic or Comedy Picture),Dimitri Tiomkin,Champion,,,,other,0
2255,1949,MUSIC (Music Score of a Dramatic or Comedy Picture),Aaron Copland,The Heiress,,,,other,1
2256,1949,MUSIC (Scoring of a Musical Picture),"Morris Stoloff, George Duning",Jolson Sings Again,,,,other,0
2257,1949,MUSIC (Scoring of a Musical Picture),Ray Heindorf,Look for the Silver Lining,,,,other,0
2258,1949,MUSIC (Scoring of a Musical Picture),"Roger Edens, Lennie Hayton",On the Town,,,,other,1
2259,1949,MUSIC (Song),Music and Lyrics by Frank Loesser,Neptune's Daughter,,"""Baby, It's Cold Outside""",,song,1
2260,1949,MUSIC (Song),Music by Jule Styne; Lyrics by Sammy Cahn,It's a Great Feeling,,"""It's A Great Feeling""",,song,0
2261,1949,MUSIC (Song),Music by Eliot Daniel; Lyrics by Larry Morey,So Dear to My Heart,,"""Lavender Blue""",,song,0
2262,1949,MUSIC (Song),Music by Victor Young; Lyrics by Ned Washington,My Foolish Heart,,"""My Foolish Heart""",,song,0
2263,1949,MUSIC (Song),Music by Alfred Newman; Lyrics by Mack Gordon,Come to the Stable,,"""Through A Long And Sleepless Night""",,song,0
2264,1949,BEST MOTION PICTURE,Robert Rossen Productions,All the King's Men,,,,actingorsimilar,1
2265,1949,BEST MOTION PICTURE,Metro-Goldwyn-Mayer,Battleground,,,,actingorsimilar,0
2266,1949,BEST MOTION PICTURE,Paramount,The Heiress,,,,actingorsimilar,0
2267,1949,BEST MOTION PICTURE,20th Century-Fox,A Letter to Three Wives,,,,actingorsimilar,0
2268,1949,BEST MOTION PICTURE,20th Century-Fox,Twelve O'Clock High,,,,actingorsimilar,0
2269,1949,SHORT SUBJECT (Cartoon),"Edward Selzer, Producer",Canary Row,,,[NOTE: THIS IS NOT AN OFFICIAL NOMINATION.  Nomination withdrawn by producer.],other,0
2270,1949,SHORT SUBJECT (Cartoon),"Edward Selzer, Producer",For Scent-Imental Reasons,,,[NOTE: THIS IS NOT AN OFFICIAL NOMINATION.  Nomination withdrawn by producer.],other,1
2271,1949,SHORT SUBJECT (Cartoon),"Fred Quimby, Producer",Hatch Up Your Troubles,,,[NOTE: THIS IS NOT AN OFFICIAL NOMINATION.  Nomination withdrawn by producer.],other,0
2272,1949,SHORT SUBJECT (Cartoon),"Stephen Bosustow, Producer",The Magic Fluke,,,[NOTE: THIS IS NOT AN OFFICIAL NOMINATION.  Nomination withdrawn by producer.],other,0
2273,1949,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Toy Tinkers,,,[NOTE: THIS IS NOT AN OFFICIAL NOMINATION.  Nomination withdrawn by producer.],other,0
2274,1949,SHORT SUBJECT (One-reel),"Jack Eaton, Producer",Aquatic House-Party,,,,other,1
2275,1949,SHORT SUBJECT (One-reel),"Justin Herman, Producer",Roller Derby Girl,,,,other,0
2276,1949,SHORT SUBJECT (One-reel),"Gordon Hollingshead, Producer",So You Think You're Not Guilty,,,,other,0
2277,1949,SHORT SUBJECT (One-reel),"Walton C. Ament, Producer",Spills and Chills,,,,other,0
2278,1949,SHORT SUBJECT (One-reel),"Pete Smith, Producer",Water Trix,,,,other,0
2279,1949,SHORT SUBJECT (Two-reel),"William Lasky, Producer",The Boy and the Eagle,,,,other,0
2280,1949,SHORT SUBJECT (Two-reel),"Irving Allen, Producer",Chase of Death,,,,other,0
2281,1949,SHORT SUBJECT (Two-reel),"Gordon Hollingshead, Producer",The Grass Is Always Greener,,,,other,0
2282,1949,SHORT SUBJECT (Two-reel),"Gordon Hollingshead, Producer",Snow Carnival,,,,other,0
2283,1949,SHORT SUBJECT (Two-reel),"Gaston Diehl and Robert Haessens, Producers",Van Gogh,,,,other,1
2284,1949,SOUND RECORDING,"Universal-International Studio Sound Department, Leslie I. Carey, Sound Director","Once More, My Darling",,,,other,0
2285,1949,SOUND RECORDING,"Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director",Sands of Iwo Jima,,,,other,0
2286,1949,SOUND RECORDING,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director",Twelve O'Clock High,,,,other,1
2287,1949,SPECIAL EFFECTS,ARKO Productions,Mighty Joe Young,,,,actingorsimilar,1
2288,1949,SPECIAL EFFECTS,Walter Wanger Pictures,Tulsa,,,,actingorsimilar,0
2289,1949,WRITING (Motion Picture Story),Clare Boothe Luce,Come to the Stable,,,,actingorsimilar,0
2290,1949,WRITING (Motion Picture Story),"Shirley W. Smith, Valentine Davies",It Happens Every Spring,,,,actingorsimilar,0
2291,1949,WRITING (Motion Picture Story),Harry Brown,Sands of Iwo Jima,,,,actingorsimilar,0
2292,1949,WRITING (Motion Picture Story),Douglas Morrow,The Stratton Story,,,,actingorsimilar,1
2293,1949,WRITING (Motion Picture Story),Virginia Kellogg,White Heat,,,,actingorsimilar,0
2294,1949,WRITING (Screenplay),Robert Rossen,All the King's Men,,,,actingorsimilar,0
2295,1949,WRITING (Screenplay),Cesare Zavattini,The Bicycle Thief,,,,actingorsimilar,0
2296,1949,WRITING (Screenplay),Carl Foreman,Champion,,,,actingorsimilar,0
2297,1949,WRITING (Screenplay),Graham Greene,The Fallen Idol,,,,actingorsimilar,0
2298,1949,WRITING (Screenplay),Joseph L. Mankiewicz,A Letter to Three Wives,,,,actingorsimilar,1
2299,1949,WRITING (Story and Screenplay),Robert Pirosh,Battleground,,,,actingorsimilar,1
2300,1949,WRITING (Story and Screenplay),Sidney Buchman,Jolson Sings Again,,,,actingorsimilar,0
2301,1949,WRITING (Story and Screenplay),"Alfred Hayes, Federico Fellini, Sergio Amidei, Marcello Pagliero, Roberto Rossellini",Paisan,,,,actingorsimilar,0
2302,1949,WRITING (Story and Screenplay),T. E. B. Clarke,Passport to Pimlico,,,,actingorsimilar,0
2303,1949,WRITING (Story and Screenplay),"Helen Levitt, Janice Loeb, Sidney Meyers",The Quiet One,,,,actingorsimilar,0
2304,1950,ACTOR,Louis Calhern,The Magnificent Yankee,"{""Oliver Wendell Holmes""}",,,actingorsimilar,0
2305,1950,ACTOR,José Ferrer,Cyrano de Bergerac,"{""Cyrano de Bergerac""}",,,actingorsimilar,1
2306,1950,ACTOR,William Holden,Sunset Blvd.,"{""Joe Gillis""}",,,actingorsimilar,0
2307,1950,ACTOR,James Stewart,Harvey,"{""Elwood P. Dowd""}",,,actingorsimilar,0
2308,1950,ACTOR,Spencer Tracy,Father of the Bride,"{""Stanley T. Banks""}",,,actingorsimilar,0
2309,1950,ACTOR IN A SUPPORTING ROLE,Jeff Chandler,Broken Arrow,"{""Cochise""}",,,actingorsimilar,0
2310,1950,ACTOR IN A SUPPORTING ROLE,Edmund Gwenn,Mister 880,"{""Skipper Miller""}",,,actingorsimilar,0
2311,1950,ACTOR IN A SUPPORTING ROLE,Sam Jaffe,The Asphalt Jungle,"{""Dr. Erwin Riedenschneider""}",,,actingorsimilar,0
2312,1950,ACTOR IN A SUPPORTING ROLE,George Sanders,All about Eve,"{""Addison De Witt""}",,,actingorsimilar,1
2313,1950,ACTOR IN A SUPPORTING ROLE,Erich von Stroheim,Sunset Blvd.,"{""Max Von Mayerling""}",,,actingorsimilar,0
2314,1950,ACTRESS,Anne Baxter,All about Eve,"{""Eve Harrington""}",,,actingorsimilar,0
2315,1950,ACTRESS,Bette Davis,All about Eve,"{""Margo Channing""}",,,actingorsimilar,0
2316,1950,ACTRESS,Judy Holliday,Born Yesterday,"{""Billie Dawn""}",,,actingorsimilar,1
2317,1950,ACTRESS,Eleanor Parker,Caged,"{""Marie Allen""}",,,actingorsimilar,0
2318,1950,ACTRESS,Gloria Swanson,Sunset Blvd.,"{""Norma Desmond""}",,,actingorsimilar,0
2319,1950,ACTRESS IN A SUPPORTING ROLE,Hope Emerson,Caged,"{""Evelyn Harper""}",,,actingorsimilar,0
2320,1950,ACTRESS IN A SUPPORTING ROLE,Celeste Holm,All about Eve,"{""Karen Richards""}",,,actingorsimilar,0
2321,1950,ACTRESS IN A SUPPORTING ROLE,Josephine Hull,Harvey,"{""Veta Louise Simmons""}",,,actingorsimilar,1
2322,1950,ACTRESS IN A SUPPORTING ROLE,Nancy Olson,Sunset Blvd.,"{""Betty Schaefer""}",,,actingorsimilar,0
2323,1950,ACTRESS IN A SUPPORTING ROLE,Thelma Ritter,All about Eve,"{""Birdie""}",,,actingorsimilar,0
2324,1950,ART DIRECTION (Black-and-White),"Art Direction:  Lyle Wheeler, George W. Davis;  Set Decoration:  Thomas Little, Walter M. Scott",All about Eve,,,,actingorsimilar,0
2325,1950,ART DIRECTION (Black-and-White),"Art Direction:  Cedric Gibbons, Hans Peters;  Set Decoration:  Edwin B. Willis, Hugh Hunt",The Red Danube,,,,actingorsimilar,0
2326,1950,ART DIRECTION (Black-and-White),"Art Direction:  Hans Dreier, John Meehan;  Set Decoration:  Sam Comer, Ray Moyer",Sunset Blvd.,,,,actingorsimilar,1
2327,1950,ART DIRECTION (Color),"Art Direction:  Cedric Gibbons, Paul Groesse;  Set Decoration:  Edwin B. Willis, Richard A. Pefferle",Annie Get Your Gun,,,,actingorsimilar,0
2328,1950,ART DIRECTION (Color),Art Direction:  Ernst Fegte;  Set Decoration:  George Sawley,Destination Moon,,,,actingorsimilar,0
2329,1950,ART DIRECTION (Color),"Art Direction:  Hans Dreier, Walter Tyler;  Set Decoration:  Sam Comer, Ray Moyer",Samson and Delilah,,,,actingorsimilar,1
2330,1950,CINEMATOGRAPHY (Black-and-White),Milton Krasner,All about Eve,,,,actingorsimilar,0
2331,1950,CINEMATOGRAPHY (Black-and-White),Harold Rosson,The Asphalt Jungle,,,,actingorsimilar,0
2332,1950,CINEMATOGRAPHY (Black-and-White),Victor Milner,The Furies,,,,actingorsimilar,0
2333,1950,CINEMATOGRAPHY (Black-and-White),John F. Seitz,Sunset Blvd.,,,,actingorsimilar,0
2334,1950,CINEMATOGRAPHY (Black-and-White),Robert Krasker,The Third Man,,,,actingorsimilar,1
2335,1950,CINEMATOGRAPHY (Color),Charles Rosher,Annie Get Your Gun,,,,actingorsimilar,0
2336,1950,CINEMATOGRAPHY (Color),Ernest Palmer,Broken Arrow,,,,actingorsimilar,0
2337,1950,CINEMATOGRAPHY (Color),Ernest Haller,The Flame and the Arrow,,,,actingorsimilar,0
2338,1950,CINEMATOGRAPHY (Color),Robert Surtees,King Solomon's Mines,,,,actingorsimilar,1
2339,1950,CINEMATOGRAPHY (Color),George Barnes,Samson and Delilah,,,,actingorsimilar,0
2340,1950,COSTUME DESIGN (Black-and-White),"Edith Head, Charles LeMaire",All about Eve,,,,actingorsimilar,1
2341,1950,COSTUME DESIGN (Black-and-White),Jean Louis,Born Yesterday,,,,actingorsimilar,0
2342,1950,COSTUME DESIGN (Black-and-White),Walter Plunkett,The Magnificent Yankee,,,,actingorsimilar,0
2343,1950,COSTUME DESIGN (Color),Michael Whittaker,The Black Rose,,,,actingorsimilar,0
2344,1950,COSTUME DESIGN (Color),"Edith Head, Dorothy Jeakins, Elois Jenssen, Gile Steele, Gwen Wakeling",Samson and Delilah,,,,actingorsimilar,1
2345,1950,COSTUME DESIGN (Color),"Walter Plunkett, Valles",That Forsyte Woman,,,,actingorsimilar,0
2346,1950,DIRECTING,Joseph L. Mankiewicz,All about Eve,,,,actingorsimilar,1
2347,1950,DIRECTING,John Huston,The Asphalt Jungle,,,,actingorsimilar,0
2348,1950,DIRECTING,George Cukor,Born Yesterday,,,,actingorsimilar,0
2349,1950,DIRECTING,Billy Wilder,Sunset Blvd.,,,,actingorsimilar,0
2350,1950,DIRECTING,Carol Reed,The Third Man,,,,actingorsimilar,0
2351,1950,DOCUMENTARY (Feature),"Robert Snyder, Producer",The Titan: Story of Michelangelo,,,,actingorsimilar,1
2352,1950,DOCUMENTARY (Feature),"Jack Arnold and Lee Goodman, Producers",With These Hands,,,,actingorsimilar,0
2353,1950,DOCUMENTARY (Short Subject),"Guy Glover, Producer",The Fight: Science against Cancer,,,,actingorsimilar,0
2354,1950,DOCUMENTARY (Short Subject),"Film Documents, Inc.",The Stairs,,,,actingorsimilar,0
2355,1950,DOCUMENTARY (Short Subject),"Edmund Reek, Producer",Why Korea?,,,,actingorsimilar,1
2356,1950,FILM EDITING,Barbara McLean,All about Eve,,,,actingorsimilar,0
2357,1950,FILM EDITING,James E. Newcom,Annie Get Your Gun,,,,actingorsimilar,0
2358,1950,FILM EDITING,"Ralph E. Winters, Conrad A. Nervig",King Solomon's Mines,,,,actingorsimilar,1
2359,1950,FILM EDITING,"Arthur Schmidt, Doane Harrison",Sunset Blvd.,,,,actingorsimilar,0
2360,1950,FILM EDITING,Oswald Hafenrichter,The Third Man,,,,actingorsimilar,0
2361,1950,MUSIC (Music Score of a Dramatic or Comedy Picture),Alfred Newman,All about Eve,,,,other,0
2362,1950,MUSIC (Music Score of a Dramatic or Comedy Picture),Max Steiner,The Flame and the Arrow,,,,other,0
2363,1950,MUSIC (Music Score of a Dramatic or Comedy Picture),George Duning,No Sad Songs for Me,,,,other,0
2364,1950,MUSIC (Music Score of a Dramatic or Comedy Picture),Victor Young,Samson and Delilah,,,,other,0
2365,1950,MUSIC (Music Score of a Dramatic or Comedy Picture),Franz Waxman,Sunset Blvd.,,,,other,1
2366,1950,MUSIC (Scoring of a Musical Picture),"Adolph Deutsch, Roger Edens",Annie Get Your Gun,,,,other,1
2367,1950,MUSIC (Scoring of a Musical Picture),"Oliver Wallace, Paul J. Smith",Cinderella,,,,other,0
2368,1950,MUSIC (Scoring of a Musical Picture),Lionel Newman,I'll Get By,,,,other,0
2369,1950,MUSIC (Scoring of a Musical Picture),Andre Previn,Three Little Words,,,,other,0
2370,1950,MUSIC (Scoring of a Musical Picture),Ray Heindorf,The West Point Story,,,,other,0
2371,1950,MUSIC (Song),Music by Nicholas Brodszky; Lyrics by Sammy Cahn,The Toast of New Orleans,,"""Be My Love""",,song,0
2372,1950,MUSIC (Song),"Music and Lyrics by Mack David, Al Hoffman and Jerry Livingston",Cinderella,,"""Bibbidi-Bobbidi-Boo""",,song,0
2373,1950,MUSIC (Song),Music and Lyrics by Ray Evans and Jay Livingston,"Captain Carey, U.S.A.",,"""Mona Lisa""",,song,1
2374,1950,MUSIC (Song),"Music and Lyrics by Fred Glickman, Hy Heath and Johnny Lange",Singing Guns,,"""Mule Train""",,song,0
2375,1950,MUSIC (Song),Music by Josef Myrow; Lyrics by Mack Gordon,Wabash Avenue,,"""Wilhelmina""",,song,0
2376,1950,BEST MOTION PICTURE,20th Century-Fox,All about Eve,,,,actingorsimilar,1
